OrderID,CustomerID,ProductID,OrderDate,Revenue,Quantity,Region,Status,CreatedDate,UpdatedDate,CDCOperation,CDCBatchID
ORD00000028,CUST000705,PROD00150,12/6/2024,1079.79,2,North America,Pending,12/6/2024 20:28,1/2/2025 3:24,U,BATCH_20241206_077
ORD00000029,CUST011576,PROD00327,5/19/2025,2349.19,3,EMEA,Shipped,5/19/2025 19:24,5/19/2025 19:24,I,BATCH_20250519_123
ORD00000030,CUST010579,PROD00287,9/6/2024,1141.63,7,EMEA,Processing,9/6/2024 2:51,9/6/2024 2:51,I,BATCH_20240906_105
ORD00000031,CUST005714,PROD00363,10/28/2025,1070.8,2,APAC,Shipped,10/28/2025 4:48,10/28/2025 4:48,I,BATCH_20251028_145
ORD00000032,CUST003371,PROD00230,10/24/2024,719.37,1,North America,Shipped,10/24/2024 13:18,10/31/2024 12:47,D,BATCH_20241024_054
ORD00000033,CUST014746,PROD00166,2/5/2023,2197.17,2,EMEA,Pending,2/5/2023 13:43,2/5/2023 13:43,I,BATCH_20230205_169
ORD00000034,CUST008894,PROD00406,12/20/2023,5288.49,6,North America,Completed,12/20/2023 8:37,12/20/2023 8:37,I,BATCH_20231220_067
ORD00000035,CUST004569,PROD00297,6/8/2024,1610.97,1,APAC,Completed,6/8/2024 0:13,6/30/2024 9:22,U,BATCH_20240608_093
ORD00000036,CUST008325,PROD00162,3/5/2023,939.89,1,North America,Completed,3/5/2023 17:17,3/5/2023 17:17,I,BATCH_20230305_004
ORD00000037,CUST000944,PROD00330,9/19/2025,857.17,3,EMEA,Completed,9/19/2025 15:08,9/19/2025 15:08,I,BATCH_20250919_092
ORD00000038,CUST010862,PROD00210,5/2/2025,6034.63,6,North America,Shipped,5/2/2025 18:44,5/2/2025 18:44,I,BATCH_20250502_015
ORD00000039,CUST007066,PROD00088,3/14/2025,675.44,8,North America,Completed,3/14/2025 0:58,3/14/2025 0:58,I,BATCH_20250314_158
ORD00000040,CUST005264,PROD00324,3/20/2023,601.68,2,EMEA,Returned,3/20/2023 5:30,3/20/2023 5:30,I,BATCH_20230320_016
ORD00000041,CUST002089,PROD00100,11/2/2023,3971.46,9,APAC,Shipped,11/2/2023 4:39,11/2/2023 4:39,I,BATCH_20231102_168
ORD00000042,CUST000806,PROD00195,1/20/2025,2393.26,3,EMEA,Completed,1/20/2025 3:44,1/31/2025 18:29,U,BATCH_20250120_045
ORD00000043,CUST000200,PROD00107,1/5/2024,1611.7,1,APAC,Completed,1/5/2024 23:40,1/10/2024 8:10,D,BATCH_20240105_103
ORD00000044,CUST007055,PROD00304,8/5/2024,782.46,4,North America,Shipped,8/5/2024 18:31,8/5/2024 18:31,I,BATCH_20240805_149
ORD00000045,CUST001456,PROD00333,1/26/2023,10981.79,7,APAC,Completed,1/26/2023 16:16,1/26/2023 16:16,I,BATCH_20230126_170
ORD00000046,CUST014590,PROD00001,7/29/2024,1071.6,3,APAC,Completed,7/29/2024 19:08,8/5/2024 19:37,U,BATCH_20240729_048
ORD00000047,CUST005563,PROD00299,3/6/2024,1053.44,3,EMEA,Returned,3/6/2024 0:24,3/6/2024 0:24,I,BATCH_20240306_002
ORD00000048,CUST011836,PROD00467,11/24/2025,7470.61,4,LATAM,Completed,11/24/2025 6:24,11/24/2025 6:24,I,BATCH_20251124_033
ORD00000049,CUST013586,PROD00395,5/12/2024,507.87,1,LATAM,Pending,5/12/2024 9:45,6/10/2024 10:38,U,BATCH_20240512_097
ORD00000050,CUST012755,PROD00060,7/16/2023,1331.71,1,APAC,Pending,7/16/2023 7:08,7/18/2023 14:02,U,BATCH_20230716_119
ORD00000051,CUST006848,PROD00418,11/30/2023,268.69,1,North America,Cancelled,11/30/2023 20:27,11/30/2023 20:27,I,BATCH_20231130_012
ORD00000052,CUST010626,PROD00279,5/29/2025,2997.71,3,North America,Shipped,5/29/2025 21:45,5/29/2025 21:45,I,BATCH_20250529_118
ORD00000053,CUST011237,PROD00252,11/14/2025,8676.47,11,APAC,Shipped,11/14/2025 21:30,11/14/2025 21:30,I,BATCH_20251114_191
ORD00000054,CUST001967,PROD00209,2/24/2025,11577.66,8,APAC,Completed,2/24/2025 11:08,2/24/2025 11:08,I,BATCH_20250224_100
ORD00000055,CUST009262,PROD00318,7/2/2024,5383.72,5,APAC,Pending,7/2/2024 12:04,7/2/2024 12:04,I,BATCH_20240702_009
ORD00000056,CUST002182,PROD00097,11/17/2025,3926.99,4,APAC,Pending,11/17/2025 12:29,11/17/2025 12:29,I,BATCH_20251117_119
ORD00000057,CUST002163,PROD00342,8/13/2023,7446.52,9,EMEA,Completed,8/13/2023 17:16,8/13/2023 17:16,I,BATCH_20230813_051
ORD00000058,CUST009267,PROD00145,5/2/2024,3194.37,2,EMEA,Shipped,5/2/2024 5:21,5/19/2024 7:40,U,BATCH_20240502_134
ORD00000059,CUST006542,PROD00490,10/24/2024,2935.05,3,LATAM,Processing,10/24/2024 10:04,10/24/2024 10:04,I,BATCH_20241024_146
ORD00000060,CUST014398,PROD00208,6/3/2024,4011.21,3,APAC,Shipped,6/3/2024 14:38,6/19/2024 22:17,U,BATCH_20240603_178
ORD00000061,CUST008623,PROD00055,5/25/2024,1615.12,1,LATAM,Cancelled,5/25/2024 15:43,5/25/2024 15:43,I,BATCH_20240525_055
ORD00000062,CUST002566,PROD00411,4/12/2024,5215.43,5,LATAM,Completed,4/12/2024 16:30,5/7/2024 19:33,U,BATCH_20240412_063
ORD00000063,CUST005825,PROD00490,3/2/2023,926.93,1,APAC,Completed,3/2/2023 5:56,3/20/2023 5:21,U,BATCH_20230302_075
ORD00000064,CUST001982,PROD00251,3/13/2024,14971.42,12,EMEA,Processing,3/13/2024 9:44,4/2/2024 7:42,U,BATCH_20240313_181
ORD00000065,CUST006420,PROD00482,10/27/2023,6239.99,9,EMEA,Completed,10/27/2023 11:46,10/27/2023 11:46,I,BATCH_20231027_191
ORD00000066,CUST008778,PROD00202,9/13/2025,3111.07,3,EMEA,Completed,9/13/2025 15:56,9/13/2025 15:56,I,BATCH_20250913_077
ORD00000067,CUST012446,PROD00242,5/14/2025,1204.47,2,APAC,Processing,5/14/2025 19:48,6/7/2025 19:22,U,BATCH_20250514_025
ORD00000068,CUST011610,PROD00262,7/18/2023,1604.14,3,APAC,Completed,7/18/2023 23:56,7/18/2023 23:56,I,BATCH_20230718_159
ORD00000069,CUST003966,PROD00395,10/3/2024,1181.02,2,APAC,Shipped,10/3/2024 4:33,10/3/2024 4:33,I,BATCH_20241003_059
ORD00000070,CUST007207,PROD00116,8/9/2024,1168.61,3,EMEA,Shipped,8/9/2024 3:25,8/13/2024 23:35,U,BATCH_20240809_009
ORD00000071,CUST000473,PROD00061,6/4/2024,8083.82,6,EMEA,Shipped,6/4/2024 13:01,6/4/2024 13:01,I,BATCH_20240604_125
ORD00000072,CUST007507,PROD00407,6/29/2025,3202.46,11,EMEA,Returned,6/29/2025 3:07,7/17/2025 4:29,U,BATCH_20250629_099
ORD00000073,CUST008999,PROD00452,6/9/2024,92.23,4,North America,Shipped,6/9/2024 6:35,6/9/2024 6:35,I,BATCH_20240609_088
ORD00000074,CUST012478,PROD00150,8/14/2024,1046.14,2,North America,Processing,8/14/2024 17:45,8/14/2024 17:45,I,BATCH_20240814_194
ORD00000075,CUST012391,PROD00175,3/16/2025,10327.5,8,APAC,Shipped,3/16/2025 18:12,3/16/2025 18:12,I,BATCH_20250316_102
ORD00000076,CUST000531,PROD00251,6/4/2025,6592.56,5,APAC,Cancelled,6/4/2025 3:24,7/3/2025 6:31,D,BATCH_20250604_114
ORD00000077,CUST014793,PROD00398,4/5/2024,6048.2,7,EMEA,Shipped,4/5/2024 3:35,4/18/2024 15:43,U,BATCH_20240405_130
ORD00000078,CUST003979,PROD00126,1/7/2024,2744.67,7,North America,Returned,1/7/2024 18:41,1/14/2024 22:41,U,BATCH_20240107_003
ORD00000079,CUST001405,PROD00011,3/31/2023,1299.68,2,North America,Completed,3/31/2023 6:23,3/31/2023 6:23,I,BATCH_20230331_019
ORD00000080,CUST004344,PROD00058,4/3/2025,4393.11,4,North America,Processing,4/3/2025 0:55,4/11/2025 0:07,U,BATCH_20250403_143
ORD00000081,CUST013816,PROD00150,3/20/2023,6310.84,12,North America,Pending,3/20/2023 11:24,3/30/2023 9:14,U,BATCH_20230320_085
ORD00000082,CUST009394,PROD00224,7/9/2023,2269.89,14,APAC,Completed,7/9/2023 13:16,7/9/2023 13:16,I,BATCH_20230709_053
ORD00000083,CUST011894,PROD00429,10/3/2025,6563.84,7,LATAM,Processing,10/3/2025 0:49,10/3/2025 0:49,I,BATCH_20251003_037
ORD00000084,CUST002544,PROD00056,1/14/2023,7289.77,19,LATAM,Shipped,1/14/2023 8:52,1/14/2023 8:52,I,BATCH_20230114_053
ORD00000085,CUST002762,PROD00010,11/6/2025,4084.79,3,EMEA,Pending,11/6/2025 5:35,11/6/2025 5:35,I,BATCH_20251106_016
ORD00000086,CUST000297,PROD00187,7/20/2023,3580.87,5,LATAM,Shipped,7/20/2023 4:01,7/20/2023 4:01,I,BATCH_20230720_113
ORD00000087,CUST008636,PROD00389,7/26/2024,3110.07,4,EMEA,Completed,7/26/2024 7:21,7/26/2024 7:21,I,BATCH_20240726_100
ORD00000088,CUST011208,PROD00438,12/10/2024,7750.52,5,EMEA,Completed,12/10/2024 6:14,12/30/2024 14:57,U,BATCH_20241210_158
ORD00000089,CUST010913,PROD00270,12/7/2023,6479.96,5,EMEA,Pending,12/7/2023 9:37,12/13/2023 11:49,U,BATCH_20231207_169
ORD00000090,CUST011229,PROD00473,7/26/2025,5861.23,9,North America,Completed,7/26/2025 4:48,7/26/2025 4:48,I,BATCH_20250726_099
ORD00000091,CUST004199,PROD00235,3/31/2024,4654.27,3,EMEA,Pending,3/31/2024 17:10,3/31/2024 17:10,I,BATCH_20240331_081
ORD00000092,CUST005842,PROD00368,11/19/2024,5839.44,13,EMEA,Completed,11/19/2024 8:13,11/19/2024 8:13,I,BATCH_20241119_116
ORD00000093,CUST004490,PROD00223,7/7/2023,1279.4,1,LATAM,Completed,7/7/2023 20:13,7/7/2023 20:13,I,BATCH_20230707_155
ORD00000094,CUST004108,PROD00158,9/30/2024,5282.33,3,EMEA,Completed,9/30/2024 9:06,9/30/2024 9:06,I,BATCH_20240930_136
ORD00000095,CUST008442,PROD00019,11/29/2023,846.84,1,North America,Completed,11/29/2023 20:08,12/28/2023 2:19,D,BATCH_20231129_112
ORD00000096,CUST004719,PROD00081,5/14/2024,3000.02,3,APAC,Completed,5/14/2024 14:22,5/14/2024 14:22,I,BATCH_20240514_022
ORD00000097,CUST003107,PROD00192,3/16/2025,6697.12,8,LATAM,Completed,3/16/2025 12:45,3/26/2025 7:02,U,BATCH_20250316_105
ORD00000098,CUST014374,PROD00461,10/16/2025,885.57,1,North America,Completed,10/16/2025 16:35,10/16/2025 16:35,I,BATCH_20251016_077
ORD00000099,CUST001250,PROD00122,7/28/2024,6068.29,12,EMEA,Pending,7/28/2024 10:35,8/3/2024 0:46,U,BATCH_20240728_151
ORD00000100,CUST001532,PROD00496,1/10/2024,3373.48,3,North America,Pending,1/10/2024 3:55,1/10/2024 3:55,I,BATCH_20240110_038
ORD00000101,CUST007782,PROD00114,9/7/2025,2128.72,5,APAC,Shipped,9/7/2025 7:25,9/28/2025 11:53,U,BATCH_20250907_133
ORD00000102,CUST010789,PROD00083,7/19/2023,6299.46,8,APAC,Completed,7/19/2023 1:29,7/19/2023 1:29,I,BATCH_20230719_093
ORD00000103,CUST005274,PROD00075,5/12/2025,448.04,2,EMEA,Completed,5/12/2025 7:09,6/6/2025 6:02,U,BATCH_20250512_014
ORD00000104,CUST004661,PROD00254,10/21/2023,1699.65,3,APAC,Completed,10/21/2023 5:14,10/21/2023 5:14,I,BATCH_20231021_006
ORD00000105,CUST004026,PROD00409,9/11/2025,1602.83,9,North America,Completed,9/11/2025 19:17,9/11/2025 19:17,I,BATCH_20250911_140
ORD00000106,CUST011760,PROD00007,1/8/2024,434.69,1,EMEA,Completed,1/8/2024 9:44,1/8/2024 9:44,I,BATCH_20240108_054
ORD00000107,CUST005925,PROD00368,8/17/2024,431.26,1,APAC,Shipped,8/17/2024 0:38,8/17/2024 0:38,I,BATCH_20240817_095
ORD00000108,CUST005477,PROD00294,7/7/2023,6065.29,6,APAC,Completed,7/7/2023 16:41,7/7/2023 16:41,I,BATCH_20230707_194
ORD00000109,CUST003757,PROD00112,12/21/2024,813.33,3,APAC,Shipped,12/21/2024 14:29,12/21/2024 14:29,I,BATCH_20241221_172
ORD00000110,CUST007657,PROD00170,4/27/2023,142.57,2,North America,Completed,4/27/2023 16:40,4/27/2023 16:40,I,BATCH_20230427_063
ORD00000111,CUST010173,PROD00165,1/23/2024,1229.32,6,LATAM,Pending,1/23/2024 23:24,1/23/2024 23:24,I,BATCH_20240123_077
ORD00000112,CUST011407,PROD00088,2/5/2023,88.41,1,APAC,Processing,2/5/2023 7:00,2/5/2023 7:00,I,BATCH_20230205_156
ORD00000113,CUST001051,PROD00491,11/24/2023,4345.16,2,North America,Completed,11/24/2023 6:09,12/10/2023 18:18,U,BATCH_20231124_076
ORD00000114,CUST013134,PROD00017,11/7/2024,5098.2,6,APAC,Cancelled,11/7/2024 22:01,11/7/2024 22:01,I,BATCH_20241107_079
ORD00000115,CUST003954,PROD00487,9/18/2024,888.54,1,EMEA,Completed,9/18/2024 21:40,9/18/2024 21:40,I,BATCH_20240918_064
ORD00000116,CUST003221,PROD00356,12/10/2023,615.61,1,LATAM,Returned,12/10/2023 11:46,12/10/2023 11:46,I,BATCH_20231210_128
ORD00000117,CUST012087,PROD00258,5/15/2023,4433.05,3,EMEA,Completed,5/15/2023 22:42,5/15/2023 22:42,I,BATCH_20230515_150
ORD00000118,CUST014517,PROD00219,11/25/2023,1258.86,1,APAC,Completed,11/25/2023 17:07,11/25/2023 17:07,I,BATCH_20231125_151
ORD00000119,CUST005573,PROD00072,9/9/2023,3092.14,2,EMEA,Processing,9/9/2023 16:53,9/19/2023 20:32,U,BATCH_20230909_122
ORD00000120,CUST010336,PROD00093,5/2/2025,10404.5,9,LATAM,Completed,5/2/2025 18:14,5/2/2025 18:14,I,BATCH_20250502_151
ORD00000121,CUST011729,PROD00353,10/18/2025,972.92,3,APAC,Completed,10/18/2025 0:11,10/18/2025 0:11,I,BATCH_20251018_164
ORD00000122,CUST012869,PROD00318,9/10/2025,1770.54,2,LATAM,Completed,9/10/2025 3:38,9/10/2025 3:38,I,BATCH_20250910_070
ORD00000123,CUST008528,PROD00048,3/23/2025,10003.83,13,APAC,Completed,3/23/2025 18:22,3/23/2025 18:22,I,BATCH_20250323_027
ORD00000124,CUST010276,PROD00393,7/1/2024,609.5,5,APAC,Shipped,7/1/2024 3:40,7/1/2024 3:40,I,BATCH_20240701_011
ORD00000125,CUST003663,PROD00242,3/30/2025,8353.3,17,LATAM,Completed,3/30/2025 4:20,4/18/2025 5:52,U,BATCH_20250330_022
ORD00000126,CUST002359,PROD00191,6/18/2025,11912.23,10,APAC,Shipped,6/18/2025 6:40,6/18/2025 6:40,I,BATCH_20250618_009
ORD00000127,CUST008324,PROD00192,10/4/2024,1771.11,2,APAC,Completed,10/4/2024 16:44,10/4/2024 16:44,I,BATCH_20241004_179
ORD00000128,CUST013605,PROD00381,12/28/2024,6000.14,4,EMEA,Completed,12/28/2024 1:50,12/28/2024 1:50,I,BATCH_20241228_174
ORD00000129,CUST001287,PROD00061,5/21/2023,1015.58,1,APAC,Shipped,5/21/2023 22:45,5/21/2023 22:45,I,BATCH_20230521_014
ORD00000130,CUST007361,PROD00152,11/18/2023,464.59,1,EMEA,Completed,11/18/2023 22:46,12/12/2023 7:32,U,BATCH_20231118_183
ORD00000131,CUST007389,PROD00094,11/24/2024,1173.87,1,North America,Completed,11/24/2024 3:35,12/8/2024 22:05,U,BATCH_20241124_063
ORD00000132,CUST001739,PROD00221,11/13/2024,5702.85,15,APAC,Returned,11/13/2024 8:41,12/2/2024 11:09,D,BATCH_20241113_116
ORD00000133,CUST010769,PROD00278,9/18/2024,8879.8,5,APAC,Shipped,9/18/2024 19:22,9/18/2024 19:22,I,BATCH_20240918_120
ORD00000134,CUST005417,PROD00329,10/2/2023,1138.82,1,APAC,Completed,10/2/2023 16:08,10/2/2023 16:08,I,BATCH_20231002_153
ORD00000135,CUST011596,PROD00064,8/17/2025,32298.65,20,EMEA,Processing,8/17/2025 20:56,8/17/2025 20:56,I,BATCH_20250817_146
ORD00000136,CUST007663,PROD00284,3/10/2023,5891.53,10,APAC,Shipped,3/10/2023 18:08,3/10/2023 18:08,I,BATCH_20230310_143
ORD00000137,CUST014699,PROD00343,1/30/2025,15634.95,18,North America,Returned,1/30/2025 8:55,1/30/2025 8:55,I,BATCH_20250130_130
ORD00000138,CUST000777,PROD00450,2/5/2025,4103.84,4,APAC,Shipped,2/5/2025 5:26,2/5/2025 5:26,I,BATCH_20250205_062
ORD00000139,CUST009294,PROD00242,4/16/2025,1114.32,2,APAC,Pending,4/16/2025 6:46,4/16/2025 6:46,I,BATCH_20250416_199
ORD00000140,CUST010359,PROD00295,11/17/2025,269.33,1,North America,Shipped,11/17/2025 8:08,11/28/2025 4:23,D,BATCH_20251117_191
ORD00000141,CUST001259,PROD00038,7/6/2025,6669.95,4,LATAM,Cancelled,7/6/2025 21:53,7/6/2025 21:53,I,BATCH_20250706_186
ORD00000142,CUST012177,PROD00023,12/24/2023,1124.34,2,APAC,Completed,12/24/2023 14:34,12/24/2023 14:34,I,BATCH_20231224_078
ORD00000143,CUST003358,PROD00422,11/17/2024,3086.83,7,LATAM,Completed,11/17/2024 0:31,12/12/2024 12:04,U,BATCH_20241117_034
ORD00000144,CUST006156,PROD00252,12/9/2025,3446.3,4,APAC,Returned,12/9/2025 21:15,12/9/2025 21:15,I,BATCH_20251209_167
ORD00000145,CUST001617,PROD00023,8/13/2023,4136.84,6,EMEA,Pending,8/13/2023 18:30,8/13/2023 18:30,I,BATCH_20230813_163
ORD00000146,CUST010121,PROD00428,11/10/2023,16119.05,19,APAC,Shipped,11/10/2023 19:16,11/10/2023 19:16,I,BATCH_20231110_180
ORD00000147,CUST014039,PROD00149,2/14/2024,1601.64,3,North America,Completed,2/14/2024 22:13,3/3/2024 22:13,U,BATCH_20240214_048
ORD00000148,CUST007730,PROD00276,10/5/2023,5225.35,7,APAC,Returned,10/5/2023 17:07,10/5/2023 17:07,I,BATCH_20231005_143
ORD00000149,CUST013268,PROD00017,2/8/2025,2468.78,3,APAC,Completed,2/8/2025 23:08,2/8/2025 23:08,I,BATCH_20250208_066
ORD00000150,CUST008529,PROD00040,9/12/2024,560.17,2,North America,Processing,9/12/2024 14:10,9/22/2024 4:29,U,BATCH_20240912_174
ORD00000151,CUST010310,PROD00368,3/25/2025,806.17,2,EMEA,Pending,3/25/2025 5:38,3/25/2025 5:38,I,BATCH_20250325_073
ORD00000152,CUST007343,PROD00291,8/8/2025,9386.65,6,APAC,Pending,8/8/2025 8:30,8/8/2025 8:30,I,BATCH_20250808_113
ORD00000153,CUST005773,PROD00231,5/18/2024,7408.97,6,APAC,Completed,5/18/2024 9:29,5/18/2024 9:29,I,BATCH_20240518_089
ORD00000154,CUST002730,PROD00261,10/6/2025,2478.38,5,EMEA,Pending,10/6/2025 10:32,10/6/2025 10:32,I,BATCH_20251006_134
ORD00000155,CUST014056,PROD00108,6/13/2023,1728.23,4,North America,Cancelled,6/13/2023 0:16,6/13/2023 0:16,I,BATCH_20230613_148
ORD00000156,CUST002130,PROD00296,8/2/2025,4117.2,3,North America,Shipped,8/2/2025 15:11,8/15/2025 18:42,D,BATCH_20250802_173
ORD00000157,CUST003203,PROD00336,12/17/2024,4632.31,3,LATAM,Completed,12/17/2024 7:23,12/17/2024 7:23,I,BATCH_20241217_098
ORD00000158,CUST014132,PROD00021,3/23/2024,7017.87,4,EMEA,Completed,3/23/2024 3:30,3/23/2024 3:30,I,BATCH_20240323_072
ORD00000159,CUST000879,PROD00131,12/6/2023,53.29,1,North America,Pending,12/6/2023 9:34,12/6/2023 9:34,I,BATCH_20231206_145
ORD00000160,CUST003924,PROD00282,3/3/2024,514.05,4,EMEA,Shipped,3/3/2024 2:16,3/29/2024 0:04,U,BATCH_20240303_195
ORD00000161,CUST006322,PROD00499,4/5/2023,6437.9,7,EMEA,Cancelled,4/5/2023 18:25,4/5/2023 18:25,I,BATCH_20230405_115
ORD00000162,CUST002818,PROD00357,11/16/2024,13543.19,13,APAC,Completed,11/16/2024 3:13,11/21/2024 13:05,U,BATCH_20241116_096
ORD00000163,CUST004466,PROD00368,11/18/2025,3044.38,6,North America,Completed,11/18/2025 6:02,12/13/2025 19:57,U,BATCH_20251118_019
ORD00000164,CUST013187,PROD00205,3/2/2024,444.06,1,LATAM,Completed,3/2/2024 3:09,3/2/2024 3:09,I,BATCH_20240302_175
ORD00000165,CUST011169,PROD00158,3/6/2025,30498.02,17,LATAM,Completed,3/6/2025 16:45,3/10/2025 1:38,U,BATCH_20250306_082
ORD00000166,CUST009656,PROD00108,9/9/2025,6692.99,15,LATAM,Completed,9/9/2025 6:52,9/9/2025 6:52,I,BATCH_20250909_164
ORD00000167,CUST006038,PROD00411,5/2/2023,7656.39,7,APAC,Completed,5/2/2023 2:22,5/2/2023 2:22,I,BATCH_20230502_158
ORD00000168,CUST004238,PROD00183,11/11/2024,3533.06,2,EMEA,Completed,11/11/2024 23:35,11/11/2024 23:35,I,BATCH_20241111_193
ORD00000169,CUST001991,PROD00410,1/5/2024,1148.05,2,EMEA,Completed,1/5/2024 7:44,1/5/2024 7:44,I,BATCH_20240105_103
ORD00000170,CUST005998,PROD00245,10/25/2025,2984.38,4,EMEA,Completed,10/25/2025 5:12,10/25/2025 5:12,I,BATCH_20251025_180
ORD00000171,CUST009544,PROD00262,10/24/2025,3394.41,6,EMEA,Completed,10/24/2025 7:14,10/24/2025 7:14,I,BATCH_20251024_009
ORD00000172,CUST006815,PROD00040,4/22/2023,1310.18,5,LATAM,Shipped,4/22/2023 10:40,4/22/2023 10:40,I,BATCH_20230422_186
ORD00000173,CUST004438,PROD00210,7/19/2024,3286.55,3,APAC,Processing,7/19/2024 13:55,7/27/2024 18:04,U,BATCH_20240719_135
ORD00000174,CUST002884,PROD00224,6/14/2024,593.87,3,EMEA,Completed,6/14/2024 14:37,7/5/2024 7:58,U,BATCH_20240614_102
ORD00000175,CUST012505,PROD00048,6/29/2025,5438.14,7,LATAM,Completed,6/29/2025 5:22,6/29/2025 5:22,I,BATCH_20250629_162
ORD00000176,CUST013569,PROD00491,6/16/2024,31601.04,16,APAC,Completed,6/16/2024 23:18,6/16/2024 23:18,I,BATCH_20240616_028
ORD00000177,CUST002317,PROD00113,12/21/2025,4182,3,EMEA,Shipped,12/21/2025 10:24,12/21/2025 10:24,I,BATCH_20251221_142
ORD00000178,CUST006398,PROD00029,1/26/2024,1650.03,2,North America,Pending,1/26/2024 23:03,1/26/2024 23:03,I,BATCH_20240126_177
ORD00000179,CUST012903,PROD00469,4/27/2023,2012.2,20,EMEA,Returned,4/27/2023 13:37,4/27/2023 13:37,I,BATCH_20230427_199
ORD00000180,CUST008791,PROD00483,5/17/2024,2983.45,4,LATAM,Completed,5/17/2024 18:26,5/17/2024 18:26,I,BATCH_20240517_197
ORD00000181,CUST004348,PROD00263,4/11/2025,212.04,2,APAC,Completed,4/11/2025 5:03,4/11/2025 5:03,I,BATCH_20250411_178
